395	Computer Science, Theory & Methods
395	Mathematics, Applied
396	Acoustics
396	Computer Science, Artificial Intelligence
396	Computer Science, Information Systems
396	Engineering, Electrical & Electronic
397	Computer Science, Information Systems
397	Computer Science, Theory & Methods
398	Computer Science, Information Systems
398	Engineering, Electrical & Electronic
399	Engineering, Electrical & Electronic
399	Telecommunications
400	Computer Science, Artificial Intelligence
400	Engineering, Electrical & Electronic
401	Computer Science, Artificial Intelligence
401	Engineering, Electrical & Electronic
402	Computer Science, Artificial Intelligence
402	Engineering, Electrical & Electronic
403	Acoustics
403	Engineering, Electrical & Electronic
404	Engineering, Electrical & Electronic
405	Computer Science, Software Engineering
405	Computer Science, Theory & Methods
405	Engineering, Electrical & Electronic
406	Computer Science, Software Engineering
406	Computer Science, Theory & Methods
406	Engineering, Electrical & Electronic
407	Computer Science, Software Engineering
407	Computer Science, Theory & Methods
407	Engineering, Electrical & Electronic
408	Engineering, Electrical & Electronic
408	Telecommunications
409	Computer Science, Information Systems
409	Engineering, Electrical & Electronic
410	Acoustics
410	Computer Science, Artificial Intelligence
410	Computer Science, Theory & Methods
410	Engineering, Electrical & Electronic
411	Acoustics
411	Computer Science, Artificial Intelligence
411	Computer Science, Theory & Methods
411	Engineering, Electrical & Electronic
412	Acoustics
412	Computer Science, Artificial Intelligence
412	Computer Science, Theory & Methods
412	Engineering, Electrical & Electronic
413	Computer Science, Software Engineering
413	Computer Science, Theory & Methods
413	Engineering, Electrical & Electronic
414	Computer Science, Information Systems
414	Engineering, Electrical & Electronic
415	Engineering, Electrical & Electronic
416	Engineering, Electrical & Electronic
417	Engineering, Electrical & Electronic
418	Computer Science, Information Systems
418	Computer Science, Software Engineering
418	Engineering, Electrical & Electronic
418	Telecommunications
419	Computer Science, Information Systems
419	Computer Science, Theory & Methods
419	Engineering, Electrical & Electronic
420	Computer Science, Information Systems
420	Statistics & Probability
420	Telecommunications
421	Computer Science, Artificial Intelligence
421	Computer Science, Information Systems
421	Computer Science, Software Engineering
422	Computer Science, Information Systems
422	Engineering, Electrical & Electronic
422	Optics
422	Telecommunications
423	Computer Science, Information Systems
423	Engineering, Electrical & Electronic
423	Optics
423	Telecommunications
424	Computer Science, Information Systems
424	Computer Science, Theory & Methods
424	Engineering, Electrical & Electronic
425	Computer Science, Hardware & Architecture
425	Computer Science, Software Engineering
425	Engineering, Electrical & Electronic
426	Computer Science, Information Systems
426	Computer Science, Software Engineering
426	Engineering, Electrical & Electronic
427	Computer Science, Information Systems
427	Computer Science, Software Engineering
427	Engineering, Electrical & Electronic
428	Acoustics
428	Computer Science, Artificial Intelligence
428	Engineering, Electrical & Electronic
428	Imaging Science & Photographic Technology
429	Acoustics
429	Computer Science, Artificial Intelligence
429	Engineering, Electrical & Electronic
429	Imaging Science & Photographic Technology
430	Acoustics
430	Computer Science, Artificial Intelligence
430	Engineering, Electrical & Electronic
430	Imaging Science & Photographic Technology
431	Computer Science, Information Systems
431	Engineering, Electrical & Electronic
431	Telecommunications
432	Computer Science, Artificial Intelligence
432	Computer Science, Information Systems
